Name,Braid Notation
13a_1500,{-1;-2;-3;4;5;-6;5;7;-4;-6;3;5;2;4;1;-3;2;-4;5;-4;-6;3;5;-4;5;-6;-7;6;5;4;-3;-2;3;-4;5}
13a_1501,{-1;2;-3;4;-5;-6;-7;-6;5;-4;-6;3;5;-2;1;3;-4;5;-6;5;7;4;-3;2;4;-3;-4;5;-4;-6;3;5;-2;-4;5}
13a_1502,{-1;2;-3;2;-4;-3;-5;2;4;-1;-3;2;-3;-4;3;5;2;4;-1;-3;2}
13a_1503,{-1;2;-1;-3;2;2;-1;-1;-1;2;-1;-3;-1}
13a_1504,{-1;-2;3;-4;-5;-4;3;-2;1;-2;-3;-2;4;-2;5;-2;3;-2;-4;3;3}
13a_1505,{-1;-2;3;-4;-5;-4;-3;-2;1;-2;3;-2;4;3;5;3;-2;-2;-2;3;-4}
13a_1506,{-1;2;-3;-4;-3;5;4;-6;-3;5;-7;-2;4;6;1;4;-3;2;4;-3;-5;4;-5;-6;-5;7;-4;6;-3;-5;-2;4;-3}
13a_1507,{-1;-3;-3;-4;-3;2;-5;-3;4;-3;-2;-3;4;-3;1;-2;-3;4;5;-3;4;-3;2}
13a_1508,{-1;4;-3;-3;4;-3;2;-5;-3;4;-3;-2;-3;4;-3;1;-2;-3;4;5;4;3;2}
13a_1509,{-1;-3;-3;-4;-5;4;-3;2;-3;4;-3;-2;-3;4;-3;1;4;-2;5;-3;4;-3;2}
13a_1510,{-1;4;4;-3;4;4;-3;2;-5;-3;4;-3;-2;-3;1;4;-2;-3;4;5;4;3;2}
13a_1511,{-1;4;4;-5;-3;4;4;-3;2;-3;4;-3;-2;-3;1;4;-2;-3;4;5;4;3;2}
13a_1512,{-1;2;-1;-3;2;2;-1;-1;2;2;-1;2;-3}
13a_1513,{-1;-4;3;2;3;-4;-5;-4;3;-2;3;-4;5;3;1;-4;-2;3;-2}
13a_1514,{-1;2;3;3;-4;3;-2;3;-4;-4;5;3;4;3;1;2;3;-4;-5;3;-4;3;-2}
13a_1515,{-1;2;-3;-3;-3;-3;2;2;-3;2;1;2;2;-3;2}
13a_1516,{-1;-4;3;3;-4;3;2;3;3;-4;3;-2;5;3;1;-4;-2;3;-4;-5;-4;-3;2}
13a_1517,{-1;2;-3;-4;5;-4;6;3;5;-2;4;1;-3;-2;-4;3;5;4;5;-6;5;7;6;5;-4;-3;5;2;-4;3;5;-6;5;-7;-4}
13a_1518,{-1;4;-3;4;2;5;-3;4;-3;-2;3;1;4;2;-3;4;-5;4;4;4;4;-3;-2}
13a_1519,{-1;4;5;3;-4;5;-6;2;5;-3;-4;7;5;-6;5;4;5;3;6;-4;-2;5;-3;1;-4;-2;-7;5;3;6;-4;5;-4;-3;2}
13a_1520,{-1;-2;-3;-2;4;3;5;-2;-4;1;-2;3;-2;-4;-2;-5;-2;-4;-2;3;-2}
13a_1521,{-1;-2;-3;-4;-3;5;-6;5;-7;4;6;-3;-5;2;1;-3;4;-3;-5;2;-6;-3;-5;7;6;4;-3;-2;-3;-4;-5;4;-3}
13a_1522,{-1;2;-3;-4;3;-5;2;4;-1;-3;2;-3;-4;-3;5;2;4;-1;2;-3;2}
13a_1523,{-1;-2;3;-2;-4;-2;-5;-4;3;-2;1;-2;-3;-2;4;3;5;-2;-4;3;3}
13a_1524,{-1;-2;-2;3;-2;-4;3;-4;-5;-4;-3;-2;1;-2;3;-2;4;3;5;3;-2}
13a_1525,{-1;-4;-3;-2;-3;4;-7;5;-6;5;-4;5;3;-4;5;6;7;5;-6;5;4;2;5;3;1;-4;-2;5;3;6;-4;5;-4;-3;2}
13a_1526,{-1;2;-3;2;4;-1;-3;2;-3;-4;-3;-5;-4;3;2;-1;2;-3;2;4;5}
13a_1527,{-1;2;-3;-4;-3;5;2;4;-3;2;1;2;-3;-4;-3;-5;2;2;-3;4;-3}
13a_1528,{-1;2;-1;-3;2;2;2;2;-1;-1;-1;2;-3}
13a_1529,{-1;-2;3;-4;-5;-4;3;-2;1;-2;-3;-2;4;3;5;-2;-4;3;3;3;3}
13a_1530,{-1;-2;-2;-2;3;-2;-4;3;-2;-4;1;-5;-4;3;-2;3;4;3;5;2;3}
13a_1531,{-1;-2;-3;-4;-3;5;4;6;-3;-5;-7;2;-6;1;-5;4;-3;4;5;4;6;3;7;-2;4;-3;4;-5;-6;-5;4;-3;2}
13a_1532,{-1;4;-3;-3;4;-3;-3;2;-5;-3;4;-3;-2;-3;1;4;-2;-3;4;5;4;3;2}
13a_1533,{-1;-2;-3;4;-5;6;-5;7;4;-3;-5;2;-6;1;-5;4;3;2;4;5;4;6;4;-7;-3;-6;4;5;4;3;-2;-3;4}
13a_1534,{-1;2;-3;-4;5;-4;3;-2;1;3;2;-4;3;5;4;5;5;-6;5;7;-4;-3;5;-2;6;5;4;-3;5;-4;-6;5;-7;-4;6}
13a_1535,{-1;2;-3;-4;-3;5;-4;-3;2;2;-3;2;1;2;-3;4;-3;-5;2;4;-3}
13a_1536,{-1;2;3;-4;5;-4;-4;-4;-4;3;-2;1;3;-4;3;-2;3;-4;-5;4;3;3;2}
13a_1537,{-1;2;-3;4;-5;-6;5;4;4;3;-2;1;3;-2;4;-3;-5;-4;6;-5;-7;-6;-5;4;3;-5;2;6;-5;7;4;-3;4;-5;4}
13a_1538,{-1;2;3;-4;5;-4;-4;3;-2;1;3;-4;-4;-4;3;-2;3;-4;-5;4;3;3;2}
13a_1539,{-1;2;-3;4;-5;-6;5;4;4;3;-2;1;3;4;-5;6;-5;-7;-5;4;-3;-2;4;3;-4;-5;-6;-5;4;-3;-5;2;4;6;7}
13a_1540,{-1;2;3;4;5;-6;5;7;-4;-8;-3;5;-9;-2;4;1;-3;4;-5;-6;-7;-8;7;-6;5;-4;3;-5;2;-6;-7;-6;8;5;9;-4;-6;3;5;7;-4;8;5;-6;-7;6;5;5;4;-3;-2}
13a_1541,{-1;-3;2;-3;4;-5;-3;-4;-3;-2;-3;-3;-3;1;2;-3;4;5;-3;-4;-3;2;2}
13a_1542,{-1;-4;3;-4;5;6;-4;-5;-4;2;3;7;3;6;-4;5;-4;3;-2;-3;1;-4;-2;-5;3;-6;-4;-7;5;-6;-4;-5;-4;-3;2}
13a_1543,{-1;2;2;-3;-4;-3;5;4;-3;2;1;-3;-2;-3;-4;-3;-5;-3;-3;4;-3;2;-3}
13a_1544,{-1;2;-3;-4;-5;-4;6;-5;7;-6;5;-4;3;-2;1;-3;-4;-5;-4;6;3;-7;-2;-4;5;-4;-6;3;-4;5;-4;3;3;2;-4}
13a_1545,{-1;2;-3;2;4;2;5;2;-3;-4;-3;2;2;2;2;1;2;3;2;4;-3;-5;-4;3;2}
13a_1546,{-1;2;3;4;3;5;-4;6;-5;4;3;-2;1;3;-4;3;5;3;-6;3;-7;-4;-5;-4;-6;3;5;-4;3;-2;3;4;3;-5;2;6;7}
13a_1547,{-1;2;-1;-3;-1;2;2;2;-1;-3;-1;-1;-1}
13a_1548,{-1;-2;-3;-2;4;3;5;-2;-4;-2;3;3;3;-2;-4;1;-5;-2;-4;3;-2}
13a_1549,{-1;-2;-2;-2;3;-4;-5;-4;-3;-2;1;-2;3;-2;4;-2;5;3;3;3;-4}
13a_1550,{-1;-2;-3;-4;-3;2;1;-3;4;-5;4;-6;-3;5;-7;-3;6;-2;4;4;4;-3;-5;4;-5;-6;-5;7;-4;6;-3;5;2}
13a_1551,{-1;2;-3;4;-3;-5;-2;4;1;-3;-2;4;-3;-5;-5;4;-3;2;-3}
13a_1552,{-1;2;-1;-3;-1;2;-1;-1;2;2;-1;-3;-1}
13a_1553,{-1;-2;3;-4;-5;-4;-3;-2;1;-2;3;-2;4;-2;5;3;-2;-2;3;3;-4}
13a_1554,{-1;-2;3;-4;3;5;-4;-6;3;5;-4;3;2;1;3;-2;3;4;3;-5;4;6;3;-5;-7;3;-6;2;5;-4;3;-4;-5;4;6;3;7}
13a_1555,{-1;4;4;2;-5;-3;4;-3;-2;3;4;-5;4;-3;1;4;2;-3;4;-5;4;3;-2}
13a_1556,{-1;-2;-2;3;3;-2;-4;3;-4;-5;-4;-3;-2;1;-2;3;-2;4;-2;5;3}
13a_1557,{-1;2;-1;-3;-1;2;-1;-1;-1;-1;2;2;-3}
13a_1558,{-1;-2;-3;-2;4;3;5;-2;-4;-2;3;-2;1;-2;3;3;-4;-5;-4;3;-2}
13a_1559,{1;-2;-2;3;3;-2;1;-2;-2;-2;3;-2;-2}
13a_1560,{-1;2;-3;-3;4;4;-3;2;1;-2;-3;4;-5;-4;-3;2;-3;4;-3;5;-3}
13a_1561,{-1;3;2;3;-4;-5;3;-4;-4;-2;3;3;1;-4;-2;3;-4;-4;5;3;4;3;2}
13a_1562,{-1;-4;3;2;3;-4;-5;3;-4;-4;-2;3;3;1;-4;-2;-3;-4;-4;5;-4;3;2}
13a_1563,{-1;2;-3;-3;4;4;-3;2;1;-3;4;-5;-4;-3;2;-3;4;-3;5;-3;-2}
13a_1564,{-1;-2;3;4;3;3;-2;1;-2;3;-2;-4;-2;5;3;-4;3;-2;3;4;-5}
13a_1565,{1;-2;1;-2;3;-2;-2;1;-2;-2;1;3;3}
13a_1566,{-1;2;-3;-4;-3;5;4;4;-3;2;1;-3;4;-3;-5;2;-3;4;-3;-2;-3}
13a_1567,{-1;3;2;3;-4;-5;3;-4;-4;-2;3;3;1;-2;3;3;-4;3;5;3;4;3;2}
13a_1568,{-1;3;2;3;-4;-5;-4;3;-4;-4;-2;3;3;1;-2;3;-4;-4;5;3;4;3;2}
13a_1569,{-1;3;2;3;-4;-5;3;-4;-4;-2;3;3;1;-2;3;-4;3;-4;5;3;4;3;2}
13a_1570,{-1;-2;3;4;-5;4;3;3;-2;1;-2;-2;3;-4;3;5;-2;3;-4;3;-2}
13a_1571,{1;-2;1;-2;-2;3;-2;-2;1;-2;-2;3;3}
13a_1572,{-1;-2;3;4;-5;4;3;3;-2;1;3;-4;3;5;-2;3;-4;3;-2;-2;-2}
13a_1573,{-1;2;-3;4;-3;-2;1;-3;-4;5;4;-6;-5;7;4;-3;-2;-3;4;5;-6;5;4;4;-3;2;4;-5;4;6;-7;6;-5}
13a_1574,{-1;2;-3;4;-5;-4;-3;2;1;-3;2;-3;4;-3;5;-3;-2;-3;-3;4;4}
13a_1575,{-1;2;-3;-4;-5;-4;-6;5;-7;-4;-6;3;-2;-4;1;5;-4;-3;-2;3;-4;3;-5;3;6;2;-4;7;-5;-4;6;5;-4;3;-4}
13a_1576,{1;-2;1;3;-2;-2;1;-2;-2;1;3;1;3}
13a_1577,{-1;2;-3;4;-5;-4;-3;2;1;2;3;2;4;-3;5;-3;2;-3;-3;4;4}
13a_1578,{-1;2;-3;-3;2;4;4;-3;2;4;1;-5;-4;-3;2;-3;4;-3;5;-3;-2}
13a_1579,{-1;2;-3;2;4;-3;-5;4;-3;2;1;-3;2;-3;-4;-3;5;-2;-3;4;4}
13a_1580,{-1;-2;3;-4;3;5;-6;5;4;3;3;3;3;2;1;3;-2;-4;3;-5;-4;6;3;-7;2;-6;5;-4;3;-4;-5;4;6;-5;7;4;3}
13a_1581,{-1;2;-3;4;-5;4;6;3;-5;-2;4;1;-5;-6;5;7;6;-8;7;-9;-8;-7;-6;5;4;-3;2;4;-5;4;6;5;7;4;6;8;-5;9;4;-3;4;5;4;-6;3;-7;-2;8;3;4;-5;-6;-7}
13a_1582,{-1;-2;3;-2;-4;-2;-5;4;3;-2;-2;-2;-2;1;-2;3;-4;3;5;2;-4}
13a_1583,{-1;2;-3;4;-5;4;6;3;-5;-2;1;-3;4;-3;-5;-3;-6;5;7;4;6;-3;5;2;-3;4;-3;-2;-3;-4;-5;-6;-7}
13a_1584,{-1;2;-3;4;-5;-6;5;7;4;6;3;-5;-2;-4;1;-3;2;-3;4;-3;5;-3;-6;-2;4;-7;-3;-5;-3;6;-3;4;-5}
13a_1585,{-1;2;-3;-4;5;-6;-7;-6;8;-5;7;-4;6;3;-2;1;-3;-4;-5;-4;3;-2;-3;-4;5;-6;5;-7;-4;6;-8;-4;7;-9;3;-8;2;-7;6;5;-4;5;-6;5;7;4;-6;8;9}
13a_1586,{-1;2;-1;-3;2;-1;-1;2;-1;2;-1;-3;-1}
13a_1587,{-1;-2;3;-4;-5;-4;-3;-2;1;-2;3;-2;4;3;5;-2;-2;3;-2;3;-4}
13a_1588,{-1;2;-3;4;-3;-2;-3;4;4;5;4;3;1;4;2;-3;4;-5;4;-3;4;-3;-2}
13a_1589,{-1;2;-1;-3;2;2;-1;2;2;2;-1;-3;-1}
13a_1590,{-1;-2;3;-4;-5;-4;-3;-2;1;-2;3;-2;4;3;5;3;-2;3;3;3;-4}
13a_1591,{-1;2;-3;4;-3;-2;-3;4;4;5;-3;4;-3;1;2;-3;-4;-5;4;-3;4;-3;-2}
13a_1592,{-1;4;-5;-3;4;-3;4;-3;2;-3;4;-3;-2;-3;1;-2;-3;4;4;5;4;3;2}
13a_1593,{-1;2;-1;-3;2;-1;-1;2;2;2;-1;2;-3}
13a_1594,{-1;-2;-2;3;-2;-4;3;5;-2;-4;3;-2;-4;1;3;-5;2;3;4;3;-2}
13a_1595,{-1;2;-1;-3;2;2;-1;2;-1;-1;2;2;-3}
13a_1596,{-1;-2;3;3;-2;3;-2;3;3;3;-2;1;-2;3;-2}
13a_1597,{-1;-3;2;-3;4;-3;-2;-3;4;4;-3;4;5;-3;1;4;-2;3;4;-5;4;-3;2}
13a_1598,{-1;-2;3;3;-4;3;5;-2;-4;3;-2;-4;1;3;-5;2;3;4;3;-2;3}
13a_1599,{-1;4;-3;4;5;-3;4;-3;2;-3;4;-3;-2;-3;1;4;-2;-3;4;-5;4;3;2}
13a_1600,{1;-2;-2;3;3;-2;1;-2;3;-2;-2;1;1}
13a_1601,{-1;2;-3;4;-5;-4;3;2;1;2;-3;4;-3;5;-3;2;-3;-3;4;4;-3}
13a_1602,{-1;-2;3;4;-5;4;3;3;-2;-2;-2;1;3;-4;3;5;-2;3;-4;3;-2}
13a_1603,{-1;2;-3;-3;-3;2;-4;2;5;1;-3;-3;-4;-3;-3;2;-3;4;-3;-5;4;-3;-2}
13a_1604,{1;-2;-2;-2;1;3;-2;-2;1;-2;-2;3;3}
13a_1605,{-1;2;-3;4;-3;5;-3;2;1;-3;-3;-2;4;4;-3;4;-5;-4;-3;2;-3}
13a_1606,{-1;-2;3;4;-5;4;3;3;-2;3;-4;3;5;-2;-2;1;-2;3;-4;3;-2}
13a_1607,{1;-2;1;3;-2;-2;1;1;1;-2;-2;3;3}
13a_1608,{-1;-2;-3;4;-5;4;-3;2;1;-3;-2;4;5;-6;5;4;4;-3;4;-5;4;6;-7;6;-5;4;-3;2;-3;-4;5;-6;7}
13a_1609,{-1;-2;3;-4;5;-4;-6;5;-4;-3;2;-4;1;-5;6;-7;-6;5;-4;-3;-2;3;-4;3;-5;3;6;2;-4;7;-4;-5;-4;-4;3}
13a_1610,{-1;2;-3;2;4;1;-3;5;-3;2;4;4;-3;2;4;-3;-5;-3;-4;3;2}
13a_1611,{-1;2;-3;2;-4;-3;5;-3;2;1;-3;-3;-2;4;4;-3;4;-5;4;-3;2}
13a_1612,{-1;-2;3;-2;-4;-5;-4;3;3;-2;3;-2;-2;1;-2;3;4;3;5;2;-4}
13a_1613,{-1;2;-3;4;-5;-6;5;7;4;6;3;-5;-2;-4;1;-3;2;-3;4;-3;5;4;-6;4;-7;-3;-2;4;-3;-5;4;6;-5}
13a_1614,{-1;-2;-2;3;-2;-4;-5;-4;-3;-2;-2;1;-2;3;-2;4;3;5;-2;-4;-2}
13a_1615,{-1;-2;3;-4;3;-5;4;6;3;-5;-7;-4;-6;3;5;2;-4;1;3;-4;-5;4;6;3;5;7;-2;-6;3;3;-4;3;5;4;3;2;3}
13a_1616,{-1;-2;3;-4;3;5;-6;5;-4;3;3;2;1;3;-2;3;3;4;3;-5;-4;6;3;-7;2;-6;5;-4;3;-4;-5;4;6;-5;7;4;3}
13a_1617,{-1;-4;-4;2;3;-4;-5;-4;3;-2;3;-4;5;-4;1;-4;-2;3;-2}
13a_1618,{-1;-2;3;-2;-4;1;3;-2;3;-4;-5;-4;-4;-4;3;2;-4;-4;5}
13a_1619,{-1;2;3;4;-5;6;-5;-7;-4;-6;-3;-2;1;-3;4;-3;-5;2;4;-3;4;-5;6;-5;7;4;-6;3;-5;-2;-5}
13a_1620,{-1;2;-3;2;-3;4;-3;-5;2;4;1;-3;2;-3;-4;-3;5;2;-4;-3;2}
13a_1621,{-1;-2;3;-2;-4;3;-5;3;-2;4;3;-2;-2;1;-2;3;-4;3;5;2;-4}
13a_1622,{-1;-2;-3;4;-3;5;4;6;4;-7;-3;-6;2;5;1;4;-3;4;-5;4;6;3;-5;7;-2;-3;4;-5;-6;-5;-4;-3;2}
13a_1623,{-1;-2;-2;3;-2;-4;1;-2;3;-2;-4;-5;-4;3;-2;-4;5}
13a_1624,{-1;-2;3;-2;-4;-5;-4;3;-2;1;-2;-3;-2;4;-2;5;3;-2;-4;3;3}
13a_1625,{-1;-5;-4;3;3;-2;3;-4;5;-4;3;-4;2;3;1;-4;-2;3;-2}
13a_1626,{-1;-5;-4;-2;3;-4;5;-4;3;2;3;3;-4;3;1;-4;-2;3;-2}
13a_1627,{-1;-2;-3;-2;4;3;5;-2;-4;3;-2;1;-2;3;-2;3;-4;-5;-4;3;-2}
13a_1628,{-1;2;-1;-3;2;2;2;-1;-1;2;-1;2;-3}
13a_1629,{-1;-2;3;-2;-4;3;-2;-4;-5;-4;3;-2;-2;1;-2;3;4;3;5;2;3}
13a_1630,{-1;2;-1;-3;2;2;2;2;-1;2;2;2;-3}
13a_1631,{-1;-2;3;3;3;-2;-4;3;-2;-4;1;-5;-4;3;-2;3;4;3;5;2;3}
13a_1632,{-1;-2;3;3;-2;-2;-2;3;-2;3;-2;1;-2;3;-2}
13a_1633,{-1;-3;4;-5;4;-3;4;-3;2;-3;4;-3;-2;-3;4;1;4;-2;5;-3;-4;-3;2}
13a_1634,{-1;3;-2;3;-4;-5;3;-4;3;-4;2;3;3;1;-2;3;-4;-4;5;3;4;3;2}
13a_1635,{-1;4;-3;-2;-3;4;-5;4;4;-3;2;-3;4;-3;1;-2;3;4;4;5;4;-3;2}
13a_1636,{-1;2;3;-4;-5;4;3;-2;1;3;-4;3;5;-2;3;-4;-4;-4;-4;-4;3;3;2}
13a_1637,{-1;2;-3;4;-5;4;6;3;-7;-2;1;-3;-2;4;3;-5;-4;-5;-6;-5;4;-3;-5;2;6;-5;7;4;4;3;4;-5;-6;5;4}
13a_1638,{-1;2;3;-4;-5;4;3;-2;1;3;-4;5;-4;-4;3;-2;3;-4;-4;-4;3;3;2}
13a_1639,{-1;2;-3;4;-5;-5;-5;4;-6;4;3;-2;1;3;4;5;4;-3;-2;4;-3;-5;-4;6;-5;-7;-6;-5;4;3;-5;2;4;6;7}
13a_1640,{-1;2;3;-4;5;6;5;4;-3;-2;1;3;2;-4;3;5;-4;-6;5;7;-8;7;-9;-8;7;-6;5;5;4;-3;5;-2;4;-3;4;-5;-6;-7;-6;8;5;9;-4;-5;-6;-7;-6;8;5;-6;-7}
13a_1641,{-1;-2;3;-2;-4;-5;-4;3;3;3;3;-2;1;3;-2;3;4;3;5;2;-4}
13a_1642,{-1;2;-3;4;5;4;3;-2;4;1;-3;2;4;-3;4;-5;-6;5;-7;4;6;3;-5;-2;-3;4;-3;-5;-6;-5;7;4;6}
13a_1643,{-1;-2;3;-4;3;5;-4;6;-5;-4;3;3;3;3;2;1;3;4;3;5;-4;-6;-5;-7;4;-6;-5;4;3;-2;3;-4;3;5;2;6;7}
13a_1644,{-1;2;-3;4;-5;4;6;3;7;-2;8;1;-3;9;2;4;-5;4;6;-5;7;-6;8;-5;7;4;6;-5;4;-3;4;5;4;-6;3;-7;-2;-8;3;-9;4;5;4;6;-5;-7;-6;-8;5;-7;-6;5;4}
13a_1645,{-1;-2;3;-2;-4;1;-4;-4;3;-2;3;-4;-5;-4;3;2;-4;-4;5}
13a_1646,{-1;5;-4;-2;3;3;-4;3;-4;-5;-4;3;2;3;1;-4;-2;3;-2}
13a_1647,{-1;-2;3;-4;-5;6;-5;7;4;-6;-3;-5;2;4;1;3;-5;-2;-5;-3;6;4;-7;-3;-5;2;4;-6;-3;4;-5}
13a_1648,{-1;-2;3;-2;-4;3;-5;3;-4;3;3;-2;1;3;-2;3;4;3;5;2;-4}
13a_1649,{-1;-2;3;-2;-4;-2;-5;-2;-4;3;-2;1;-2;-3;4;3;5;-2;-4;3;3}
13a_1650,{-1;5;-4;3;3;-4;2;3;-4;-5;-4;3;-2;3;1;-4;-2;3;-2}
13a_1651,{-1;-2;-3;4;-5;-6;-5;7;-4;6;-3;2;1;-3;4;-5;4;-3;2;-3;-4;-3;5;-2;-6;5;-7;4;6;4;-3;4;-5}
13a_1652,{-1;-2;3;-2;-4;3;-5;3;3;3;-2;4;1;3;-2;3;-4;3;5;2;-4}
13a_1653,{-1;2;-3;4;5;4;6;3;-7;-2;4;-6;1;-3;2;5;4;-3;4;-5;4;6;3;-5;7;-2;-3;4;-3;-5;-6;-5;4}
13a_1654,{-1;-2;3;-2;-4;-5;-4;3;-2;1;-2;-3;4;3;5;-2;-4;3;3;3;3}
13a_1655,{-1;2;-3;4;5;4;6;3;7;-2;4;1;-3;4;-3;-5;-6;-5;4;-3;-2;-3;-4;5;4;6;-3;-5;-7;2;-6;-5;4}
13a_1656,{1;-2;-2;-2;3;-2;1;-2;1;-2;3;3;-2}
13a_1657,{-1;2;-3;2;-3;4;4;-3;2;1;-2;-3;4;-5;-4;-3;2;-3;4;-3;5}
13a_1658,{1;-2;1;-2;3;-2;1;-2;1;-2;1;3;3}
13a_1659,{1;-2;3;-2;1;-2;1;-2;3;3;-2;1;1}
13a_1660,{-1;2;-3;4;-5;-4;3;2;1;2;-3;4;-3;5;2;-3;2;-3;4;4;-3}
13a_1661,{1;-2;1;-2;-2;3;-2;1;-2;1;-2;3;3}
13a_1662,{1;-2;-2;-2;1;3;-2;1;-2;1;-2;3;3}
13a_1663,{1;-2;1;3;-2;1;-2;1;-2;1;3;1;3}
13a_1664,{-1;2;-3;4;-5;-4;-3;2;1;2;3;2;4;-3;5;2;-3;2;-3;4;4}
13a_1665,{-1;2;-3;4;-3;5;2;-3;2;1;-3;-2;4;4;-3;4;-5;-4;-3;2;-3}
13a_1666,{-1;2;3;2;4;-3;5;2;1;-3;2;4;4;-3;2;4;-3;-5;-4;-3;2}
13a_1667,{-1;2;-3;2;-4;-3;5;2;-3;2;1;-3;-2;4;4;-3;4;-5;4;-3;2}
13a_1668,{-1;-4;-2;3;-4;-5;3;-4;3;2;3;-4;5;-4;1;-4;-2;3;-2}
13a_1669,{-1;2;-3;-3;4;-3;-5;2;4;1;-3;2;-3;-4;-3;5;2;-4;-3;2;-3}
13a_1670,{-1;4;-3;-2;-3;4;4;4;-5;4;-3;4;2;-3;1;-2;-3;4;4;5;4;3;2}
13a_1671,{-1;2;-1;-3;2;-1;2;-1;2;2;-1;-3;-1}
13a_1672,{-1;-2;3;-4;-5;-4;-3;-2;1;-2;3;-2;4;3;5;-2;3;-2;3;3;-4}
13a_1673,{-1;2;-3;4;-3;-2;-3;4;-3;4;5;-3;4;-3;1;2;-3;-4;-5;-3;4;-3;-2}
13a_1674,{-1;-5;4;-3;4;2;5;-3;4;-3;-2;-3;1;4;2;-3;4;-3;2}
13a_1675,{1;-2;3;-2;1;-2;-2;-2;1;-2;3;3;-2}
13a_1676,{-1;2;-3;2;-4;-3;5;4;4;-3;2;1;-3;4;-3;-5;2;-3;4;-3;-2}
13a_1677,{1;-2;1;3;-2;1;-2;-2;-2;1;-2;3;3}
13a_1678,{-1;2;-3;2;4;4;-3;2;4;-3;-5;2;4;1;-3;2;-3;-4;-3;5;-2}
13a_1679,{-1;-4;-7;5;-6;5;-4;-3;4;2;5;3;-4;5;6;7;5;-6;5;4;5;-3;-4;-2;3;1;-2;5;3;6;-4;5;-4;-3;2}
13a_1680,{-1;2;2;-3;2;-4;-3;-5;2;4;1;-3;2;-3;-4;-3;5;2;4;-3;2}
13a_1681,{-1;-2;3;-2;-4;3;-5;3;-4;3;-2;3;-2;1;-2;3;4;3;5;2;-4}
13a_1682,{-1;-5;-4;3;3;-2;3;-4;5;3;-4;3;2;3;1;-4;-2;3;-2}
13a_1683,{-1;-2;3;-4;5;-4;3;-2;-4;1;3;-5;3;-2;3;4;3;2;3;3;3}
13a_1684,{-1;2;-3;4;-5;4;3;-2;4;1;-3;5;4;-6;-5;-7;6;-5;4;-3;-5;2;4;-6;4;7;-3;4;5;4;6;3;-2}
13a_1685,{-1;-2;-3;4;-5;6;-5;4;-3;-5;2;-6;1;-3;7;2;4;4;-3;4;5;4;6;3;-2;4;-5;4;3;4;5;-6;-7}
13a_1686,{-1;2;-3;4;-3;-2;-3;4;4;5;4;3;1;4;2;-3;4;-5;-3;4;-3;-3;-2}
13a_1687,{-1;2;-3;4;-3;-2;-3;4;4;5;-3;4;-3;1;2;-3;-4;-5;-3;4;-3;-3;-2}
13a_1688,{-1;-2;3;-4;5;-4;3;-2;-4;1;3;-5;3;3;3;-2;3;4;3;2;3}
13a_1689,{-1;-2;-3;4;-5;6;-5;4;-3;-5;2;-6;1;-7;-6;-5;4;-3;4;5;4;6;3;7;2;4;-3;4;5;4;3;-2;4}
13a_1690,{-1;4;-3;-5;-3;4;-3;-3;2;-3;4;-3;-2;-3;1;-2;-3;4;4;5;4;3;2}
13a_1691,{-1;2;-3;2;4;-3;2;-1;2;2;-3;-4;-5;4;-3;2;-3;-4;3;5;2}
13a_1692,{-1;-2;3;4;3;5;3;6;-4;-5;-4;3;3;2;1;3;4;3;5;-4;-6;-5;-7;-6;-5;4;3;-2;3;-4;3;5;-4;6;3;7;2}
13a_1693,{-1;5;-4;-4;3;-2;3;-4;-5;-4;3;2;3;3;1;-4;-2;3;-2}
13a_1694,{-1;4;2;5;3;-4;5;6;7;5;-6;5;4;5;-3;-4;-2;5;3;6;-4;-7;5;-6;5;-4;-3;1;-2;3;-4;5;-4;-3;2}
13a_1695,{-1;-2;3;-4;3;5;-2;3;-4;3;-2;-2;1;-2;3;-4;-5;4;3;3;2}
13a_1696,{-1;2;-3;4;-5;-6;-7;-6;5;4;4;3;-2;1;-3;2;4;-5;4;6;-3;-5;7;4;-3;-2;-3;-4;5;4;6;-5;4}
13a_1697,{1;1;-2;-2;-3;-2;-2;1;-2;-2;-2;3;-2;-2;-2}
13a_1698,{-1;2;3;4;3;5;3;-2;-4;1;3;3;-2;-4;-4;3;-4;-4;-5;-4;3;2;3}
13a_1699,{-1;-2;-3;-4;-3;-5;-3;4;-3;2;-3;-3;-4;-3;-3;1;2;2;5;-3;4;-3;2}
13a_1700,{-1;3;-4;-4;-2;3;-4;5;-4;3;2;3;3;1;-2;3;3;4;-5;3;-4;3;2}
13a_1701,{-1;-2;3;-4;-5;-4;3;-2;1;3;-4;3;5;-2;3;-4;3;3;2}
13a_1702,{-1;2;3;3;-4;3;-2;5;3;-4;3;1;-2;3;-4;5;-4;3;2}
13a_1703,{-1;-4;-4;2;3;-4;-4;-5;-4;3;-2;3;-4;5;1;-4;-2;3;-2}
13a_1704,{1;-2;3;-2;-4;-2;5;1;3;-2;-4;3;-4;-5;4;3;-2}
13a_1705,{1;-2;1;3;-4;-5;4;3;-2;1;3;-2;-4;-2;5;3;-4}
13a_1706,{-1;-2;3;-2;1;-2;3;-2;-4;3;5;-2;-4;3;-4;-5;-4}
13a_1707,{-1;-2;3;-2;-4;3;-4;-5;-4;3;3;-2;1;3;2;3;4;3;5;3;-2}
13a_1708,{-1;-4;-2;3;3;-4;-5;3;-4;3;2;3;-4;5;1;-4;-2;3;-2}
